id,x,y,z,r,g,b
157,0.2258368,-0.33924946,0.018043386,0.654902,0.4509804,0.54509807
158,0.22260845,-0.34149972,0.021839986,0.50980395,0.5568628,0.47058824
159,0.21838503,-0.33021554,-0.009352285,0.654902,0.4509804,0.54509807
160,0.17746079,-0.33307058,0.049957816,0.6,0.44705883,0.54509807
161,0.1072947,-0.34103245,0.12796384,0.654902,0.4509804,0.54509807
162,0.11041419,-0.3375652,0.11987899,0.5686275,0.4862745,0.5137255
163,0.097947136,-0.34346133,0.12658557,0.654902,0.4509804,0.54509807
164,0.09151274,-0.34451124,0.1343125,0.654902,0.4509804,0.54509807
165,0.07445178,-0.3447399,0.13630272,0.654902,0.4509804,0.54509807
166,0.30224517,-0.34763533,0.057979513,0.80784315,0.50980395,0.47843137
167,0.29668847,-0.34331986,0.050936542,0.47843137,0.5568628,0.43137255
168,0.21616055,-0.3458195,0.10749498,0.654902,0.4509804,0.54509807
169,0.20169891,-0.34462163,0.10930385,0.44705883,0.5529412,0.46666667
170,0.19062458,-0.34853718,0.1132635,0.654902,0.4509804,0.54509807
171,0.2066789,-0.33967644,0.088891864,0.654902,0.4509804,0.54509807
172,0.17622048,-0.34404957,0.097825184,0.654902,0.4509804,0.54509807
173,0.19029135,-0.33866495,0.0768127,0.654902,0.4509804,0.54509807
174,0.23161413,-0.33775464,0.019740494,0.654902,0.4509804,0.54509807
175,0.21485479,-0.3404136,0.034921072,0.62352943,0.50980395,0.47058824
176,0.245735,-0.33751562,-0.012525503,0.654902,0.4509804,0.54509807
177,0.14428228,-0.33302543,0.12248847,0.654902,0.4509804,0.54509807
178,0.2240299,-0.33977208,0.008434869,0.654902,0.4509804,0.54509807
179,0.11772027,-0.33604217,0.12709971,0.72156864,0.47058824,0.53333336
180,0.1183165,-0.33196235,0.12248647,0.654902,0.4509804,0.54509807
181,0.10419101,-0.34322825,0.13014387,0.4862745,0.54901963,0.47843137
182,0.15502605,-0.34306046,0.11726472,0.69803923,0.4509804,0.5411765
183,0.23501663,-0.340326,6.4857304e-05,0.70980394,0.4509804,0.5411765
184,0.18671712,-0.33957216,0.068896085,0.654902,0.4509804,0.54509807
185,0.20809981,-0.3429404,0.10265274,0.654902,0.4509804,0.54509807
186,0.23961823,-0.33465162,0.05256341,0.654902,0.4509804,0.54509807
187,0.19331133,-0.34609926,0.10368973,0.76862746,0.48235294,0.5254902
188,0.22746314,-0.3404712,0.05811708,0.39607844,0.5686275,0.41568628
189,0.12788156,-0.28587833,0.14057127,0.6,0.44705883,0.54509807
190,0.2322618,-0.33614597,0.07524873,0.69803923,0.4509804,0.5411765
191,0.17899355,-0.32063562,0.060925912,0.70980394,0.4509804,0.5411765
192,0.16849735,-0.3373953,0.114266396,0.69803923,0.4509804,0.5411765
193,0.16969761,-0.33117422,-0.07897338,0.5568628,0.45490196,0.5411765
194,0.17148483,-0.33678022,-0.043861467,0.5568628,0.45490196,0.5411765
195,0.2956086,-0.32733488,0.04775601,0.6,0.44705883,0.54509807
196,0.19590005,-0.3425786,0.09111658,0.6,0.44705883,0.54509807
197,0.1620109,-0.33693293,0.10749489,0.6,0.44705883,0.54509807
198,0.28871718,-0.35216856,-0.12043844,0.57254905,0.4509804,0.5411765
199,0.82470185,-1.2267481,0.060613114,0.6156863,0.45882353,0.54509807
200,0.70018166,-0.99821794,0.16172248,0.73333335,0.45490196,0.5411765
201,0.37648067,-0.34174293,-0.071284175,0.6,0.44705883,0.54509807
202,0.5487173,-1.1294866,0.33348322,0.654902,0.4509804,0.54509807
203,0.55432826,-1.1098031,0.037133016,0.75686276,0.4509804,0.5411765
204,0.5215667,-1.0690204,-0.0048392136,0.41568628,0.4627451,0.5372549
205,0.3297949,-0.32322317,0.045539074,0.45882353,0.56078434,0.41568628
206,0.37248304,-0.35192215,-0.03560133,0.61960787,0.54509807,0.4627451
207,0.42356637,-0.34087148,-0.10708997,0.6901961,0.4509804,0.6901961
208,0.31857583,-0.3290371,-0.014268488,0.6,0.44705883,0.54509807
209,0.2873992,-0.34307018,-0.005358042,0.6627451,0.44705883,0.54509807
210,0.39277157,-0.34597653,-0.123212695,0.6627451,0.44705883,0.54509807
211,0.4946061,-1.0222422,0.20663199,0.73333335,0.45490196,0.5372549
212,0.4554362,-1.042445,0.1267476,0.73333335,0.45490196,0.5372549
213,0.49529022,-1.1318674,0.0076170918,0.5372549,0.45490196,0.54509807
214,0.29230332,-0.3354152,0.06611076,0.5921569,0.4509804,0.5411765
215,0.41507235,-0.34402388,-0.09320016,0.94509804,0.5058824,0.5019608
216,0.31639725,-0.33759344,-0.0053083263,0.6627451,0.44705883,0.54509807
217,0.45682704,-0.34194812,-0.15183184,0.57254905,0.4509804,0.5411765
218,0.43368182,-0.3366962,-0.15045118,0.57254905,0.4509804,0.5411765
219,1.304393,-1.1047277,-0.30424893,0.6431373,0.44313726,0.54901963
220,1.2101561,-1.039814,-0.11049794,0.7019608,0.44705883,0.54509807
221,0.9152884,-1.0441049,0.09654775,0.5568628,0.4509804,0.54509807
222,0.98783934,-1.1490163,0.052370187,0.49803922,0.4509804,0.54901963
223,0.72786325,-1.156487,0.17790696,0.5137255,0.45882353,0.5411765
224,0.8530811,-1.0240102,-0.03594698,0.53333336,0.45490196,0.5411765
225,1.0150017,-1.1458876,-0.21422482,0.5411765,0.45882353,0.5372549
226,0.8227394,-1.0457374,0.18716927,0.73333335,0.45490196,0.5411765
227,0.82019114,-1.1160699,0.20597322,0.75686276,0.4509804,0.5411765
228,0.711482,-0.95512867,0.132295,0.73333335,0.45490196,0.5411765
229,0.6433209,-1.1174818,0.21073115,0.49803922,0.45490196,0.54509807
230,0.6850295,-1.1284485,0.16201082,0.75686276,0.4509804,0.5411765
231,0.79375744,-1.1362525,0.089963496,0.50980395,0.4627451,0.5372549
232,0.6487471,-1.1482534,0.13744575,0.73333335,0.45490196,0.5411765
233,0.55645984,-1.0288765,0.1558845,0.53333336,0.45490196,0.54509807
234,0.5980224,-1.0890512,0.084643334,0.48235294,0.45490196,0.5411765
235,1.0168909,-1.0968983,-0.22237131,0.6431373,0.4509804,0.54509807
236,0.7508518,-1.0974425,-0.22686026,0.39215687,0.46666667,0.5294118
237,0.60362965,-1.1257697,-0.13956077,0.47058824,0.45882353,0.5411765
238,0.3736292,-0.31489474,-0.018773548,0.6,0.44705883,0.54509807
239,0.32443962,-0.30606243,0.052874006,0.5764706,0.5529412,0.42745098
240,0.28509125,-0.3339149,0.048067153,0.6,0.44705883,0.54509807
241,0.61631465,-0.7926041,0.2262987,0.59607846,0.45882353,0.5411765
242,0.50100493,-0.9983239,0.24594693,0.73333335,0.45490196,0.5411765
243,0.4479426,-0.32812238,-0.040860396,0.7372549,0.47058824,0.53333336
244,0.4457951,-0.34275916,-0.06754111,0.8117647,0.49803922,0.5019608
245,1.1145508,-1.0909241,-0.14529227,0.5254902,0.4509804,0.54509807
246,1.0289255,-1.081697,0.055966705,0.54509807,0.4509804,0.54901963
247,1.0217223,-1.0940685,-0.1004388,0.7058824,0.45490196,0.5372549
248,0.9434906,-1.1833225,-0.2913709,0.54509807,0.4627451,0.53333336
249,0.9972236,-1.0010107,-0.39551204,0.5058824,0.45882353,0.53333336
250,0.57077944,-1.1001483,0.27573746,0.70980394,0.4509804,0.5411765
251,0.5920898,-1.0319136,0.1844582,0.5647059,0.45882353,0.54509807
252,0.71371776,-0.9890699,0.07280836,0.73333335,0.45490196,0.5411765
253,0.4853678,-1.0902878,0.046020187,0.73333335,0.45490196,0.5411765
254,0.40489224,-0.3332638,-0.051022287,0.7647059,0.5372549,0.45490196
255,0.20493999,-0.3355508,0.029031053,0.654902,0.4509804,0.54509807
256,0.09540697,-0.3456375,0.13197927,0.654902,0.4509804,0.54509807
257,0.0840798,-0.34598264,0.13578685,0.654902,0.4509804,0.54509807
258,0.21253733,-0.33374068,0.05771366,0.654902,0.4509804,0.54509807
259,0.090324745,-0.34457245,0.13113864,0.654902,0.4509804,0.54509807
260,0.6465795,-1.0009432,-0.14533553,0.45490196,0.45882353,0.5372549
261,0.3749097,-0.32004654,0.017992295,0.73333335,0.4745098,0.5294118
262,0.41580126,-1.0059786,0.1482835,0.73333335,0.45490196,0.5372549
263,1.0256114,-1.0754619,-0.06558603,0.6313726,0.4509804,0.54509807
264,0.4165205,-1.0324528,0.11937511,0.73333335,0.45490196,0.5372549
265,0.4046796,-1.0280032,0.11843486,0.73333335,0.45490196,0.5372549
266,0.4110386,-1.0411222,0.07424295,0.62352943,0.45490196,0.5411765
267,0.19468929,-0.3308237,-0.0032114815,0.70980394,0.4509804,0.5411765
268,0.5401412,-1.0577358,0.29978386,0.73333335,0.45490196,0.5372549
269,0.46744213,-1.0166491,0.15361403,0.62352943,0.45490196,0.5411765
270,0.48097345,-1.0330502,0.07645899,0.73333335,0.45490196,0.5372549
271,0.42909914,-1.033152,0.047504038,0.73333335,0.45490196,0.5372549
272,0.50641304,-1.0622989,0.1722983,0.62352943,0.45490196,0.5411765
273,0.42021167,-1.0383974,0.100679904,0.73333335,0.45490196,0.5372549
274,0.37207168,-1.0664085,-0.14489913,0.69803923,0.4509804,0.5411765
275,0.50319076,-1.0700215,0.0960141,0.62352943,0.45490196,0.5411765
276,1.1357666,-1.0926723,-0.60188067,0.5686275,0.44705883,0.54509807
277,1.240803,-1.1682583,-0.09273219,0.5686275,0.4509804,0.54901963
278,1.1003118,-1.044061,-0.46433607,0.7529412,0.44705883,0.5411765
279,0.8233518,-1.047352,-0.2942816,0.61960787,0.45490196,0.5411765
280,0.8176494,-1.139911,0.38796273,0.69803923,0.4509804,0.5411765
281,0.6532747,-1.0564098,0.3245796,0.62352943,0.45490196,0.5411765
282,0.9095513,-1.0970421,0.20675664,0.6627451,0.45490196,0.54509807
283,0.5979025,-1.0245291,0.30349797,0.62352943,0.45490196,0.5411765
284,0.6508541,-1.0945365,0.27866888,0.69803923,0.4509804,0.5411765
285,0.76126134,-1.0676464,0.18000494,0.73333335,0.45490196,0.5411765
286,0.6609783,-1.0448081,0.21390156,0.62352943,0.45490196,0.5411765
287,0.6999566,-1.0273582,0.1707316,0.73333335,0.45490196,0.5372549
288,0.7429872,-1.0502732,0.15374169,0.73333335,0.45490196,0.5372549
289,0.69440395,-0.99725837,0.12981586,0.49019608,0.4627451,0.5411765
290,0.6310335,-1.0392666,0.13651371,0.49803922,0.45882353,0.5411765
291,0.54687774,-1.0880268,0.13086808,0.62352943,0.45490196,0.5411765
292,0.6247721,-1.04697,0.047609165,0.73333335,0.45490196,0.5372549
293,0.6084618,-1.0597204,0.052556552,0.54901963,0.45490196,0.5411765
294,0.6047361,-1.0868422,0.004305659,0.45490196,0.4627451,0.5372549
295,0.70137316,-1.0774076,-0.06646295,0.64705884,0.45490196,0.5411765
296,0.59883887,-1.059075,-0.09961784,0.5019608,0.4627451,0.5372549
297,0.4632487,-1.0492121,-0.021878652,0.62352943,0.45490196,0.5411765
298,0.7624322,-1.0812057,0.36491933,0.73333335,0.45490196,0.5372549
299,0.6297367,-0.98525316,0.35086668,0.62352943,0.45490196,0.5411765
300,0.60130495,-0.9690915,0.28605837,0.6313726,0.44705883,0.54509807
301,0.67223686,-1.0539072,0.10887922,0.46666667,0.45882353,0.5411765
302,0.5509899,-1.0958437,0.082796596,0.38431373,0.4627451,0.5372549
303,0.53393275,-1.0618613,0.065185115,0.62352943,0.45490196,0.5411765
304,0.6746167,-1.0660027,-0.028376874,0.6666667,0.45490196,0.54509807
305,0.85483545,-1.0065751,0.22115812,0.6392157,0.4509804,0.54509807
306,0.83899117,-1.091616,0.2354042,0.75686276,0.4509804,0.5411765
307,0.5921833,-1.1482596,0.086661555,0.45490196,0.45490196,0.54509807
308,0.5529659,-1.1065178,0.009699337,0.4,0.4627451,0.5372549
309,0.5086688,-1.0618469,0.022049129,0.5921569,0.45882353,0.5411765
310,0.5852747,-1.0334929,0.27945444,0.62352943,0.45490196,0.5411765
311,0.41084677,-1.0784956,-0.008559957,0.6313726,0.44705883,0.54509807
312,0.42541692,-0.34283844,-0.0414419,0.8745098,0.49411765,0.5137255
313,0.5461873,-1.0124469,0.19052708,0.62352943,0.45490196,0.5411765
314,0.46802083,-1.0578355,0.018620022,0.62352943,0.45490196,0.5411765
315,0.7864477,-1.0891523,0.30898088,0.58431375,0.4509804,0.54901963
316,0.3346675,-0.31346908,0.03615585,0.5921569,0.4509804,0.5411765
317,0.39799353,-0.33423075,-0.03194733,0.78431374,0.5137255,0.49019608
318,0.750971,-1.0561187,-0.07280815,0.5372549,0.4627451,0.54509807
319,1.0333558,-1.199215,-0.11867793,0.6,0.44705883,0.54509807
320,1.166775,-1.1278156,-0.5172925,0.7176471,0.45490196,0.5372549
321,0.3722843,-0.32877427,-0.012922864,0.7607843,0.5372549,0.45882353
322,0.30822462,-0.33089858,0.023699645,0.73333335,0.45490196,0.5411765
323,1.2757328,-1.099151,-0.5223802,0.6745098,0.4509804,0.54509807
324,1.0613096,-1.0418919,-0.057869587,0.5647059,0.44705883,0.54509807
325,0.87792027,-1.0145755,0.17306888,0.72156864,0.4509804,0.54509807
326,0.9870494,-1.0365973,0.24624194,0.69803923,0.4509804,0.54901963
327,1.2077955,-1.0517386,0.14689729,0.5882353,0.44705883,0.5529412
328,1.339201,-1.0577227,0.09914121,0.41568628,0.45490196,0.54509807
329,1.2412698,-1.0642191,0.004782511,0.5803922,0.44313726,0.5529412
330,1.1263992,-1.0912174,0.11475584,0.5372549,0.44705883,0.5529412
331,1.1928442,-1.0810194,0.039365865,0.57254905,0.44705883,0.54901963
332,1.2150999,-1.06101,0.014118277,0.61960787,0.44313726,0.5529412
333,1.0171047,-1.0548513,0.08442146,0.5294118,0.44705883,0.54509807
334,0.98261195,-1.0933508,0.09636019,0.4392157,0.45882353,0.54509807
335,1.2740953,-1.0685705,-0.067908004,0.6627451,0.43529412,0.5568628
336,1.2219812,-1.0641934,-0.08524881,0.5921569,0.44313726,0.5529412
337,0.92623967,-1.0299456,0.011681386,0.5254902,0.45490196,0.5411765
338,0.84301233,-1.1012245,-0.0662646,0.627451,0.45490196,0.5411765
339,1.0604478,-1.0722218,-0.22350861,0.6784314,0.44313726,0.54901963
340,1.005428,-1.0863475,-0.37197813,0.80784315,0.45490196,0.5411765
341,1.1332486,-1.1605144,-0.30716363,0.6509804,0.44705883,0.54509807
342,0.7193465,-1.053071,-0.213875,0.4392157,0.4627451,0.5372549
343,0.75022626,-1.0680859,-0.32721415,0.5254902,0.45882353,0.5372549
344,0.8301828,-1.0485619,-0.13013467,0.5803922,0.45882353,0.5372549
345,0.95777583,-1.0871061,-0.21608931,0.47058824,0.4627451,0.5372549
346,0.8374312,-1.0153587,-0.14334515,0.5882353,0.45490196,0.5411765
347,1.4990234,-0.8992512,0.087800026,0.5568628,0.47058824,0.53333336
348,1.3891352,-1.1204971,0.075738266,0.4117647,0.45882353,0.5411765
349,0.3998058,-1.027637,0.13754456,0.73333335,0.45490196,0.5372549
350,1.1180125,-1.1864437,-0.39818475,0.8352941,0.44313726,0.54509807
351,1.4959974,-1.2520195,0.07970506,0.4862745,0.4509804,0.54901963
352,1.1492636,-1.0430381,0.100664675,0.6431373,0.44313726,0.54901963
353,0.96782196,-1.0429544,0.13019028,0.5176471,0.44705883,0.54901963
354,0.6246803,-1.0295918,0.21026012,0.4509804,0.45882353,0.5411765
