id,x,y,z
217,2.192049,0.10644122,-1.6086437
218,2.2071187,0.106357746,-1.6173733
219,2.2221146,0.10627834,-1.6258017
220,2.2353616,0.10600559,-1.6342261
221,2.2502806,0.105830126,-1.6418985
222,2.2651281,0.10562023,-1.6492476
223,2.279828,0.105357476,-1.6564331
224,2.2943554,0.10500125,-1.6635568
225,2.308755,0.10453472,-1.6705908
226,2.319567,0.1047244,-1.6761421
227,2.3337877,0.10412573,-1.682781
228,2.3480124,0.103460856,-1.6890792
229,2.3622866,0.10269744,-1.6949692
230,2.376626,0.10178014,-1.7004944
231,2.3910184,0.10064811,-1.7057564
232,2.4054337,0.099293165,-1.7108363
233,2.4167717,0.09992992,-1.715399
234,2.431097,0.09838787,-1.720023
235,2.4453614,0.096852854,-1.7242622
236,2.45955,0.09541894,-1.7280574
237,2.4737105,0.09408653,-1.7314395
238,2.4894464,0.0952298,-1.7368641
239,2.5039437,0.093511604,-1.7398427
240,2.5187328,0.09162483,-1.7423563
241,2.5335321,0.09011652,-1.7441009
242,2.5479937,0.08940718,-1.7449971
243,2.5619357,0.08951882,-1.7453513
244,2.577192,0.09044134,-1.7476921
245,2.5905628,0.09178706,-1.7482051
246,2.6038365,0.093462944,-1.7487214
247,2.6171498,0.09523962,-1.749025
248,2.630562,0.096971944,-1.7489382
249,2.6440651,0.09858901,-1.7483176
250,2.6596339,0.09969574,-1.7496452
251,2.673069,0.101169266,-1.7478023
252,2.68639,0.10249651,-1.7454203
253,2.6997159,0.10348419,-1.7427539
254,2.713106,0.10405709,-1.7399615
255,2.726508,0.10429636,-1.737072
256,2.740256,0.10475431,-1.7360331
257,2.7536366,0.104529455,-1.7330648
258,2.7671318,0.1039914,-1.7299672
259,2.7808034,0.10314677,-1.7267182
260,2.7946663,0.10202158,-1.7233005
261,2.8087447,0.10064737,-1.7197591
262,2.821079,0.10125048,-1.7170416
263,2.8353994,0.0998221,-1.713493
264,2.849758,0.09855128,-1.7099539
265,2.8641,0.09752197,-1.7063972
266,2.878386,0.09676255,-1.7027812
267,2.8926687,0.09620544,-1.6990933
268,2.909465,0.098139726,-1.6951482
269,2.924019,0.09758385,-1.6911595
270,2.9387283,0.09706935,-1.6868669
271,2.9533653,0.09683433,-1.6823446
272,2.9676461,0.097069986,-1.6777655
273,2.981473,0.09776654,-1.6733264
274,2.9925554,0.099223204,-1.6690831
275,3.0062199,0.100051664,-1.6655128
276,3.0200226,0.1007161,-1.6623001
277,3.033871,0.10130187,-1.6592593
278,3.0475907,0.1019259,-1.6561791
279,3.061093,0.10262899,-1.6529303
280,3.0687435,0.10247359,-1.6496298
281,3.0817192,0.10323939,-1.6459261
282,3.0944893,0.10398323,-1.6419493
283,3.1070552,0.104755715,-1.6377186
284,3.1194246,0.10557825,-1.6332734
285,3.1316462,0.10642833,-1.6285914
286,3.1413395,0.105975434,-1.6225954
287,3.1533818,0.10660623,-1.6171217
288,3.1654265,0.10710322,-1.6112087
289,3.1774316,0.10746443,-1.6049227
290,3.1893618,0.10771794,-1.5983585
291,3.201177,0.107876055,-1.5915769
292,3.2121885,0.108966485,-1.5842074
293,3.2239113,0.10887062,-1.5770789
294,3.235706,0.108578704,-1.5697824
295,3.247614,0.10810691,-1.5623927
296,3.2596226,0.107552305,-1.5550485
297,3.2716978,0.106963076,-1.5478747
298,3.2832208,0.10786365,-1.5405474
299,3.2955706,0.10713722,-1.5334718
300,3.308154,0.10661475,-1.5263699
301,3.3208294,0.10652927,-1.519348
302,3.3334138,0.106946625,-1.512547
303,3.3458622,0.10777251,-1.5060191
304,3.3546658,0.10898155,-1.5005422
305,3.3669457,0.11028626,-1.4943403
306,3.3792598,0.11167279,-1.4880996
307,3.391617,0.1130965,-1.4817281
308,3.4039376,0.11454009,-1.4751184
309,3.4161823,0.115975864,-1.4681754
310,3.4276369,0.119140096,-1.4601474
311,3.439754,0.12038981,-1.452239
312,3.4519107,0.12138683,-1.4438217
313,3.4642043,0.122034736,-1.4349431
314,3.4767044,0.122285135,-1.4256229
315,3.489379,0.12216654,-1.41587
316,3.5004463,0.12370991,-1.4054523
317,3.51344,0.12298184,-1.3948724
318,3.5267076,0.12194032,-1.3840499
319,3.5402758,0.120639525,-1.3730865
320,3.5541267,0.11915719,-1.3620814
321,3.568232,0.1175885,-1.3511673
322,3.581031,0.11894869,-1.341028
323,3.5954866,0.11754689,-1.330804
324,3.6101506,0.11624234,-1.3210906
325,3.6250582,0.11504864,-1.3119512
326,3.6401906,0.11403153,-1.3033954
327,3.6554914,0.113247134,-1.2953746
328,3.670891,0.112666674,-1.2877711
329,3.6857207,0.11444777,-1.278653
330,3.7010303,0.11394428,-1.2712237
331,3.7164142,0.11346456,-1.2639841
332,3.731895,0.11311255,-1.257296
333,3.7473238,0.11297648,-1.2515265
334,3.7625408,0.11300818,-1.2469106
335,3.7786381,0.114621766,-1.2421781
336,3.7935545,0.11432789,-1.2398636
337,3.8085313,0.113611266,-1.2384943
338,3.8236594,0.112515055,-1.2378865
339,3.8389258,0.11114293,-1.2379811
340,3.854178,0.109631754,-1.2389537
341,3.8762372,0.10900506,-1.2361113
342,3.890862,0.1072552,-1.2396041
343,3.9049292,0.105358645,-1.2446764
344,3.9184303,0.10331156,-1.2512068
345,3.931487,0.101032995,-1.258962
346,3.949332,0.100353025,-1.2648971
347,3.9618332,0.09757512,-1.2743771
348,3.9740543,0.094645195,-1.2844623
349,3.9860725,0.091608815,-1.2949938
350,3.9979134,0.088533156,-1.3059094
351,4.0095015,0.08552968,-1.3171953
352,4.0241203,0.084363185,-1.327077
353,4.034853,0.08175518,-1.3390626
354,4.0450554,0.07929721,-1.3513609
355,4.054851,0.07693394,-1.3638662
356,4.064359,0.07466795,-1.3764682
357,4.0736804,0.072484575,-1.3890551
358,4.084934,0.07160434,-1.3992774
359,4.094165,0.069398545,-1.4117551
360,4.1033506,0.06709053,-1.4242778
361,4.112374,0.06470587,-1.4367881
362,4.121146,0.06231692,-1.4491919
363,4.129667,0.059998002,-1.4614187
364,4.140887,0.059233505,-1.4707434
365,4.1493297,0.057107534,-1.4824874
366,4.1580267,0.054985967,-1.4940518
367,4.167046,0.052906003,-1.5054615
368,4.1761875,0.05105534,-1.5167897
369,4.1851435,0.049670544,-1.5281134
370,4.193746,0.048916306,-1.5394042
371,4.205613,0.048961367,-1.5472306
372,4.214062,0.049407925,-1.5580039
373,4.2228246,0.050173845,-1.5686426
374,4.231976,0.051094618,-1.5792563
375,4.241421,0.0521644,-1.589911
376,4.251013,0.05348083,-1.600586
377,4.262299,0.053834166,-1.6087089
378,4.2716994,0.055886593,-1.6192316
379,4.2809105,0.058267318,-1.6296803
380,4.290044,0.06074473,-1.6401372
381,4.2992024,0.063108884,-1.6507102
382,4.308341,0.06532105,-1.6613972
383,4.3189535,0.06696101,-1.6711929
384,4.3278084,0.06902894,-1.6818573
385,4.3365836,0.0710338,-1.6924076
386,4.345366,0.072874986,-1.7029182
387,4.3542156,0.07446476,-1.7135025
388,4.3641553,0.07713457,-1.7245351
389,4.373211,0.078302585,-1.7353389
390,4.3824406,0.07933613,-1.7461945
391,4.391844,0.0802637,-1.7571162
392,4.401363,0.08113774,-1.7680926
393,4.4108715,0.08204313,-1.7791272
394,4.420299,0.08301409,-1.7902341
395,4.4311314,0.084655486,-1.8025355
396,4.440446,0.08571657,-1.8138788
397,4.449768,0.08675452,-1.8253251
398,4.4590015,0.08781775,-1.8368587
399,4.4680333,0.08899661,-1.8483982
400,4.476887,0.090303265,-1.8598924
401,4.48712,0.090711795,-1.8727318
402,4.4960136,0.092109405,-1.8841696
403,4.5051117,0.093527995,-1.8955436
404,4.514415,0.09495779,-1.9068521
405,4.523862,0.0963343,-1.9180971
406,4.5333633,0.0975109,-1.9293492
407,4.5436406,0.097129665,-1.942393
408,4.5530443,0.09772273,-1.9538262
409,4.5624557,0.09814819,-1.9651818
410,4.571948,0.098494254,-1.9763591
411,4.581592,0.09878596,-1.9873049
412,4.591379,0.099020444,-1.9979928
413,4.601408,0.097631775,-2.0105667
414,4.611049,0.09774085,-2.0209877
415,4.6205907,0.09770366,-2.0313747
416,4.6302013,0.09739324,-2.0418265
417,4.640075,0.09669157,-2.0523708
418,4.650208,0.095674,-2.062976
419,4.659717,0.093998514,-2.0753803
420,4.670147,0.09264872,-2.0859454
421,4.6808295,0.09119829,-2.0964391
422,4.6917214,0.08976885,-2.1068966
423,4.702773,0.08850368,-2.1173127
424,4.713954,0.087519966,-2.1276627
425,4.7247157,0.08506782,-2.139173
426,4.736167,0.08445605,-2.1495824
427,4.747795,0.083946906,-2.1600897
428,4.759551,0.0835696,-2.1706862
429,4.7713747,0.08338817,-2.1813214
430,4.7832384,0.083410345,-2.191952
431,4.793776,0.0824407,-2.2035968
432,4.8056293,0.08269223,-2.2141957
433,4.8175087,0.082899295,-2.2248979
434,4.829378,0.0829763,-2.2357807
435,4.8412676,0.082887255,-2.2467709
436,4.8532476,0.08262213,-2.257787
437,4.8661566,0.08298715,-2.2695127
438,4.878566,0.08229514,-2.280368
439,4.89121,0.08131953,-2.291093
440,4.903986,0.08012899,-2.3017328
441,4.9167295,0.07886549,-2.3122828
442,4.929276,0.07764622,-2.3227382
443,4.940693,0.07840904,-2.3322027
444,4.952542,0.077598415,-2.3425305
445,4.9639654,0.077141844,-2.3527076
446,4.9749756,0.07701822,-2.3626392
447,4.98559,0.07710453,-2.3723965
448,4.995772,0.077293955,-2.382075
449,5.001826,0.07809707,-2.389293
450,5.01098,0.078504175,-2.3987792
451,5.0198855,0.07897516,-2.408142
452,5.028797,0.07929989,-2.417487
453,5.0379305,0.07925912,-2.426952
454,5.047369,0.078800514,-2.4365764
455,5.0555286,0.078874074,-2.4433606
456,5.0653462,0.0779055,-2.4529781
457,5.075196,0.07673248,-2.46257
458,5.0850787,0.07534274,-2.4721184
459,5.0951123,0.07367154,-2.4816136
460,5.105366,0.07170137,-2.491103
461,5.1137495,0.070779644,-2.49743
462,5.124169,0.06872639,-2.506635
463,5.134572,0.06683644,-2.5156238
464,5.145003,0.06511792,-2.524419
465,5.155487,0.063527904,-2.5331025
466,5.166068,0.06200036,-2.5417697
467,5.1756115,0.06152853,-2.549611
468,5.18654,0.05995783,-2.558524
469,5.197646,0.058406916,-2.5676267
470,5.2087874,0.05694851,-2.5768964
471,5.2197256,0.055657703,-2.5862694
472,5.2303386,0.054583635,-2.5956514
473,5.2373624,0.053220358,-2.6009326
474,5.2476144,0.052409973,-2.6099582
475,5.2579513,0.051586006,-2.6188846
476,5.268362,0.05077108,-2.62778
477,5.278706,0.050078716,-2.6366148
478,5.2887864,0.0496169,-2.6452818
479,5.2974663,0.049586143,-2.6511316
480,5.3069406,0.049299803,-2.6596136
481,5.3162403,0.048848953,-2.6682696
482,5.3254876,0.048206177,-2.6771944
483,5.334797,0.04746565,-2.6863482
484,5.3442554,0.046733942,-2.6956499
485,5.3507977,0.04631337,-2.7005708
486,5.360306,0.04585537,-2.7098265
487,5.369548,0.045658913,-2.7189512
488,5.3784146,0.045711603,-2.727968
489,5.386962,0.045872297,-2.73702
490,5.395338,0.045954075,-2.7462523
491,5.4109035,0.04490837,-2.7637293
492,5.419017,0.044542875,-2.773513
493,5.426901,0.044167597,-2.783333
494,5.4345555,0.043751564,-2.793201
495,5.442052,0.043217506,-2.8031547
496,5.450073,0.041048612,-2.8128912
497,5.4577255,0.04002389,-2.823188
498,5.4656434,0.038741197,-2.833723
499,5.4737744,0.03729519,-2.8444633
500,5.481905,0.03588971,-2.8552809
501,5.489879,0.034700718,-2.866006
502,5.499296,0.03277644,-2.881076
503,5.506978,0.03190812,-2.891709
504,5.514702,0.030943,-2.9025528
505,5.522408,0.029926145,-2.9135914
506,5.530026,0.02892598,-2.9247491
507,5.531467,0.0279611,-2.9303977
508,5.538457,0.027352178,-2.9413443
509,5.54511,0.027166927,-2.9519796
510,5.5515547,0.027360287,-2.9622867
511,5.557923,0.027744139,-2.972401
512,5.5643015,0.028121794,-2.9824955
513,5.5669637,0.028041208,-2.9882584
514,5.573279,0.028232658,-2.998399
515,5.5794053,0.028496826,-3.0084434
516,5.585308,0.028904999,-3.0183191
517,5.591051,0.029374445,-3.02811
518,5.596738,0.029721463,-3.037985
519,5.6052966,0.031112636,-3.054103
520,5.610907,0.03092035,-3.0645542
521,5.6162224,0.030757153,-3.0750325
522,5.6211333,0.030777419,-3.0854099
523,5.6256404,0.031082952,-3.0956044
524,5.631309,0.033799496,-3.1123214
525,5.63519,0.034366455,-3.1225796
526,5.6390862,0.034711923,-3.1331592
527,5.642978,0.034849253,-3.1440446
528,5.646705,0.03645989,-3.1542387
529,5.6504245,0.03657123,-3.165355
530,5.654035,0.036705222,-3.176523
531,5.6575403,0.036762796,-3.1878397
532,5.660963,0.036673397,-3.199377
533,5.664295,0.036459055,-3.211116
534,5.6675396,0.037299123,-3.22079
535,5.670645,0.037181582,-3.2325227
536,5.673675,0.037122812,-3.2441494
537,5.6766768,0.03698894,-3.2557266
538,5.6797233,0.036686145,-3.2673273
539,5.6829224,0.036210146,-3.2789884
540,5.6870065,0.037103858,-3.2900286
541,5.6907125,0.036528077,-3.3018205
542,5.6945705,0.036103096,-3.3136067
543,5.6984572,0.03594264,-3.3252494
544,5.702265,0.03596219,-3.3367097
545,5.7058344,0.03591987,-3.3481183
546,5.7084184,0.03518876,-3.358175
547,5.7112193,0.034331884,-3.369962
548,5.713614,0.033119764,-3.3819308
549,5.7157207,0.031799342,-3.3939087
550,5.717659,0.030648673,-3.4057426
551,5.7195115,0.029760087,-3.417384
552,5.71947,0.028757656,-3.4274607
553,5.7208643,0.02808162,-3.4388824
554,5.721895,0.027294362,-3.4503086
555,5.7225738,0.026281083,-3.461839
556,5.7229853,0.02498045,-3.4735596
557,5.7232146,0.023428464,-3.485499
558,5.7228975,0.021462047,-3.4972997
559,5.7230005,0.019700194,-3.5095935
560,5.7230735,0.017852033,-3.5221012
561,5.7229533,0.014029886,-3.547698
562,5.7227483,0.012160385,-3.5607042
563,5.722715,0.011660958,-3.5746186
564,5.7223315,0.010022128,-3.5878549
565,5.7218957,0.008502268,-3.601219
566,5.721382,0.007073725,-3.6147428
567,5.7207756,0.0057465686,-3.6284282
568,5.720093,0.0045864233,-3.6422043
569,5.7179027,0.0036098612,-3.6553721
570,5.7170224,0.0028881677,-3.6691284
571,5.716151,0.0023754486,-3.68284
572,5.715369,0.0019400963,-3.6966228
573,5.714678,0.0015030742,-3.710564
574,5.7139897,0.0011895549,-3.7245274
575,5.711739,0.002564753,-3.7357924
576,5.710621,0.003086532,-3.7490087
577,5.7092667,0.003963078,-3.7617593
578,5.7077384,0.00487038,-3.7742443
579,5.7060833,0.00549599,-3.786729
580,5.7044067,0.005707707,-3.7993622
581,5.703099,0.005662049,-3.8096275
582,5.7017317,0.00539347,-3.8222332
583,5.7005587,0.0050655245,-3.8347027
584,5.6995068,0.004617657,-3.8470986
585,5.69842,0.0039701103,-3.8595018
586,5.697177,0.0030804528,-3.8719633
587,5.6950893,0.0027107846,-3.883076
588,5.6934075,0.001420939,-3.8957675
589,5.69162,5.098665e-05,-3.9085822
590,5.689837,-0.0012960783,-3.921507
591,5.688132,-0.0025513521,-3.934525
592,5.6864877,-0.0037106625,-3.9476213
593,5.6829367,-0.0034780852,-3.9557734
594,5.681336,-0.0043775192,-3.968867
595,5.679792,-0.005180513,-3.98205
596,5.6783166,-0.005977784,-3.995459
597,5.6768947,-0.006759917,-4.009158
598,5.675474,-0.0074226013,-4.0230894
599,5.671781,-0.0048170434,-4.0313535
600,5.6702332,-0.004962241,-4.0453963
601,5.6686873,-0.0049199215,-4.0595207
602,5.667278,-0.004761969,-4.073786
603,5.666137,-0.004604137,-4.0882797
604,5.6653333,-0.0045411936,-4.1030602
605,5.6636577,-0.001776253,-4.1126323
606,5.663423,-0.0019330144,-4.1276617
607,5.663416,-0.0022521368,-4.142719
608,5.6635604,-0.0027290932,-4.157816
609,5.663882,-0.003270304,-4.1729736
610,5.6643977,-0.0037423722,-4.1881747
611,5.6628685,-0.0015386692,-4.203016
612,5.663636,-0.0017089001,-4.218212
613,5.6644397,-0.0018993965,-4.2334156
614,5.665187,-0.0022048103,-4.2486267
615,5.665893,-0.0026253818,-4.263792
616,5.6667,-0.0031189076,-4.2788625
617,5.667849,-0.0026911846,-4.2959366
618,5.6690106,-0.0030198446,-4.31069
619,5.670266,-0.0029619085,-4.325032
620,5.67151,-0.0023750418,-4.3388295
621,5.6725993,-0.0012895218,-4.352089
622,5.673485,6.910646e-05,-4.364978
623,5.675217,0.0011922964,-4.3830447
624,5.675847,0.002051437,-4.396065
625,5.6763716,0.0024348155,-4.4092903
626,5.6767297,0.0024613985,-4.422556
627,5.676837,0.0023723491,-4.4356394
628,5.6766872,0.0022426494,-4.448449
629,5.677129,0.003294433,-4.4693537
630,5.6767178,0.0027237774,-4.482041
631,5.676402,0.0016106018,-4.494913
632,5.676269,-0.00014892733,-4.508101
633,5.6763377,-0.0024807802,-4.5216184
634,5.6764817,-0.005228912,-4.53539
635,5.6778407,-0.0077445856,-4.557438
636,5.6777453,-0.010992561,-4.5718684
637,5.6775928,-0.01469854,-4.586882
638,5.677484,-0.01902703,-4.602672
639,5.6774573,-0.024015581,-4.6192594
640,5.6774693,-0.02948705,-4.636486
641,5.67886,-0.033649,-4.6634135
642,5.67866,-0.038584866,-4.6811795
643,5.6783314,-0.042790923,-4.6989417
644,5.6780157,-0.046350393,-4.7168064
645,5.6779532,-0.049466286,-4.734906
646,5.678318,-0.05226532,-4.753235
647,5.679529,-0.055370487,-4.7762027
648,5.6806026,-0.058144722,-4.794678
649,5.681586,-0.06079856,-4.8130546
650,5.682225,-0.06288365,-4.8310566
651,5.682457,-0.06410078,-4.8484945
652,5.6824493,-0.0644863,-4.865363
653,5.682515,-0.06433324,-4.881809
654,5.6834693,-0.06496481,-4.898757
655,5.6841846,-0.06476549,-4.9148307
656,5.685057,-0.06470291,-4.9308147
657,5.685843,-0.064602174,-4.946554
658,5.6863694,-0.06421343,-4.9618516
659,5.68768,-0.06403343,-4.975817
660,5.6878347,-0.06297628,-4.9899244
661,5.688141,-0.061635885,-5.003572
662,5.6888475,-0.060047064,-5.016842
663,5.690033,-0.058301363,-5.029828
664,5.691567,-0.056398306,-5.0425353
665,5.6928744,-0.053804073,-5.0534954
666,5.6944547,-0.051379357,-5.0653176
667,5.695919,-0.04872886,-5.076674
668,5.6973643,-0.04590741,-5.0876026
669,5.6989694,-0.04305521,-5.0982146
670,5.7008414,-0.04029194,-5.108629
671,5.7029753,-0.037644066,-5.1188617
672,5.7034388,-0.03377882,-5.1291323
673,5.7055154,-0.031051314,-5.1388173
674,5.7074523,-0.02825037,-5.1481857
675,5.709276,-0.025434172,-5.15731
