id,x,y,z,r,g,b
180,0.77770704,-0.92447954,-0.6570981,0.6431373,0.43529412,0.5647059
181,0.5130183,-0.8679784,-0.7248875,0.9490196,0.47058824,0.5411765
182,0.49683607,-0.9218473,-0.77328837,0.5764706,0.45882353,0.5568628
183,0.6226421,-0.54289675,-0.5359906,0.69411767,0.44313726,0.56078434
184,0.6189957,-0.39543957,-0.54171145,0.84313726,0.4392157,0.56078434
185,0.64642555,-0.35928813,-0.5198599,0.59607846,0.4745098,0.5411765
186,0.67680746,-0.92759925,-0.6180367,0.69411767,0.4509804,0.5568628
187,0.42925376,-0.88888663,-0.9015561,0.3019608,0.47843137,0.49803922
188,0.71300644,-0.91363627,-0.62546265,0.65882355,0.4509804,0.5568628
189,0.5079046,-0.91163784,-0.8594695,0.69411767,0.45882353,0.5529412
190,0.21241818,-0.6753946,0.06065977,0.46666667,0.45882353,0.5529412
191,0.60956246,-0.9014278,-0.7398827,0.64705884,0.43137255,0.5647059
192,-0.015048572,-0.071997404,-0.5122574,0.43529412,0.47843137,0.53333336
193,-0.054173585,-0.06947899,-0.6392589,0.46666667,0.49019608,0.53333336
194,0.45536345,-0.93741244,-0.8035843,0.60784316,0.4392157,0.5686275
195,-0.012673997,-0.87425303,-0.22012104,0.48235294,0.45882353,0.54901963
196,0.28980765,-0.6706518,0.0014113785,0.48235294,0.45882353,0.54901963
197,0.23560558,-0.89077693,-0.46590003,0.48235294,0.45882353,0.54901963
198,0.48977166,-0.88289785,-0.0054628258,0.19215687,0.49803922,0.5137255
199,0.38808024,-0.9058366,-0.3710462,0.37254903,0.47058824,0.5411765
200,0.44025022,-0.37584728,-0.38877103,0.27058825,0.4862745,0.5254902
201,0.44997275,-0.3836566,-0.3914183,0.42745098,0.49411765,0.52156866
202,0.39447403,-0.8953048,-0.51613975,0.4392157,0.46666667,0.5568628
203,0.46049303,-0.8372403,-0.4212376,0.54901963,0.48235294,0.5372549
204,0.6090314,-0.90019387,-0.29092887,0.15686275,0.47843137,0.5254902
205,0.550945,-0.91900617,-0.5406996,0.48235294,0.45490196,0.54509807
206,0.62393636,-0.9049377,-0.43690467,0.34901962,0.47058824,0.54509807
207,0.5396163,-0.88907653,-0.5947614,0.5372549,0.45490196,0.54901963
208,0.67990094,-0.90583354,-0.51336634,0.49803922,0.46666667,0.5411765
209,0.56860155,-0.8046763,-0.72140574,0.5254902,0.47058824,0.54901963
210,0.9188263,-0.90910023,-0.5025393,0.45882353,0.4627451,0.54509807
211,0.7775647,-0.9321001,-0.70979995,0.69411767,0.44705883,0.56078434
212,0.9177299,-0.9294439,-0.5789799,0.44313726,0.44313726,0.54901963
213,0.8522629,-0.92803174,-0.6552675,0.54509807,0.4862745,0.5411765
214,0.7389527,-0.9114135,-0.8067394,0.59607846,0.44313726,0.5568628
215,0.936088,-0.934789,-0.6189149,0.43529412,0.45490196,0.54509807
216,0.7497714,-0.9317493,-0.81524295,0.69803923,0.4392157,0.5686275
217,0.46581495,-0.89828527,-0.9718795,0.74509805,0.46666667,0.5529412
218,0.46173275,-0.9055697,-0.9835406,0.5411765,0.45490196,0.5568628
219,0.5451353,-0.9102951,-0.9126673,0.5254902,0.43529412,0.5647059
220,0.54221827,-0.9190462,-0.9310366,0.7529412,0.41960785,0.57254905
221,0.6327266,-0.91828066,-0.83294123,0.6039216,0.46666667,0.5529412
222,0.57943803,-0.903572,-0.9325209,0.7176471,0.42745098,0.5686275
223,0.7244325,-0.90758604,-0.7888898,0.7137255,0.42745098,0.5686275
224,0.77742463,-0.9321609,-0.76850575,0.78431374,0.44313726,0.56078434
225,0.6362985,-0.93241864,-0.9196498,0.73333335,0.4392157,0.5764706
226,0.6138287,-0.9256186,-0.9402903,0.58431375,0.45882353,0.54901963
227,0.07594962,-0.9076909,-0.13956507,0.48235294,0.45882353,0.54901963
228,0.42296058,-0.66137874,-0.733161,0.7882353,0.48235294,0.5294118
229,0.64125973,-0.81731063,-0.5529224,0.3137255,0.47058824,0.53333336
230,0.63017505,-0.3284641,-0.526592,0.15294118,0.46666667,0.62352943
231,0.8997521,-0.8665074,-0.49254254,0.039215688,0.5058824,0.49803922
232,0.9543945,-0.8893513,-0.52165943,0.43529412,0.47843137,0.53333336
233,-0.09702305,-0.022353085,-0.31617096,0.46666667,0.49019608,0.53333336
234,0.037137944,-0.8543319,-0.24060594,0.43137255,0.4627451,0.54509807
235,-0.10727382,-0.90266514,-0.4821931,0.43137255,0.4627451,0.54509807
236,0.59482497,-0.902421,-0.38315046,0.27450982,0.48235294,0.5372549
237,0.65781695,-0.89456314,-0.5075472,0.3882353,0.47843137,0.5372549
238,0.6386511,-0.36924338,-0.52167964,0.5529412,0.47843137,0.5372549
239,0.8701791,-0.90199596,-0.5949761,0.45490196,0.44313726,0.5568628
240,0.88521594,-0.9379571,-0.629687,0.46666667,0.49019608,0.53333336
241,0.59046525,-0.93930167,-0.99147135,0.6313726,0.4509804,0.56078434
242,0.7321865,-0.94015366,-0.8466818,0.7411765,0.4392157,0.5647059
243,0.7428083,-0.95116395,-0.8486108,0.6745098,0.46666667,0.5686275
244,0.8039691,-0.920603,-0.7799123,0.6901961,0.41568628,0.5764706
245,0.7305197,-0.9280625,-0.8789233,0.78431374,0.44705883,0.5686275
246,0.6354124,-0.82866776,-0.46941096,0.30980393,0.47843137,0.5294118
247,0.69961756,-0.927012,-0.786148,0.70980394,0.42745098,0.5686275
248,0.6087734,-0.8980745,-0.999834,0.62352943,0.42745098,0.57254905
249,0.2710556,-0.10985161,-0.764739,0.43137255,0.4627451,0.54509807
250,0.035364334,-0.007974804,-0.25420317,0.4627451,0.47058824,0.5372549
251,0.5835636,-0.8803717,-1.0369675,0.16078432,0.49803922,0.50980395
252,0.48111355,-0.9055537,-0.9812868,0.6,0.4509804,0.54509807
253,-0.06798071,-0.8551658,-0.3864189,0.43137255,0.4627451,0.54509807
254,-0.118564285,-0.89273435,-0.5355268,0.8117647,0.48235294,0.5294118
255,-0.07195445,-0.89785624,-0.5482313,0.8117647,0.48235294,0.5294118
256,0.6460677,-0.8814093,-0.8009798,0.7607843,0.45490196,0.5529412
257,0.63540214,-0.859397,-0.85095257,0.6313726,0.4509804,0.56078434
258,0.18504347,-0.9230712,-0.6412683,0.69411767,0.44313726,0.56078434
259,0.27157423,-0.912556,-0.6843362,0.59607846,0.44705883,0.56078434
260,0.32797286,-0.89334095,-0.6605879,0.4862745,0.4509804,0.5529412
261,0.34885207,-0.9163372,-0.6424739,0.60784316,0.45882353,0.5568628
262,0.65812737,-0.87806636,-0.8911861,0.654902,0.44313726,0.5647059
263,0.011516468,-0.948955,-0.6816773,0.7137255,0.44313726,0.5568628
264,0.65785474,-0.8978188,-0.89227307,0.84705883,0.44705883,0.56078434
265,0.10358334,-0.9292299,-0.6856551,0.69411767,0.44313726,0.56078434
266,0.23684986,-0.9035867,-0.44676903,0.4862745,0.4509804,0.5529412
267,0.2063768,-0.91431457,-0.7526311,0.7137255,0.44313726,0.5568628
268,0.24353005,-0.89956033,-0.85763377,0.7137255,0.44313726,0.5568628
269,0.21548904,-0.9214589,-0.9765163,0.69411767,0.44313726,0.56078434
270,0.35176122,-0.9272185,-0.48671177,0.69411767,0.44313726,0.56078434
271,0.2919087,-0.9502564,-0.78125864,0.7137255,0.44313726,0.5568628
272,0.29330567,-0.9218604,-0.7767808,0.69411767,0.44313726,0.56078434
273,0.37332064,-0.9213266,-0.5394286,0.69411767,0.44313726,0.56078434
274,0.4208743,-0.9487446,-0.44305578,0.7137255,0.44313726,0.5568628
275,0.37685692,-0.8863568,-0.7373348,0.4862745,0.4509804,0.5529412
276,0.5533301,-0.8755199,-0.7956232,0.6039216,0.43137255,0.5686275
277,0.049690742,-0.94748145,-0.80443424,0.7137255,0.44313726,0.5568628
278,0.20152493,-0.9115543,-0.6662054,0.7137255,0.44313726,0.5568628
279,0.20331286,-0.92789334,-0.8899184,0.7137255,0.44313726,0.5568628
280,0.1895556,-0.9097564,-1.0029534,0.5372549,0.4392157,0.5568628
281,0.29766187,-0.84509873,-0.7127517,0.69411767,0.44313726,0.56078434
282,0.45440876,-0.82990617,-0.73362833,0.84313726,0.4392157,0.56078434
283,0.487032,-0.37177968,-0.40828645,0.84313726,0.4392157,0.56078434
284,0.5199774,-0.86965436,-0.7115692,0.76862746,0.44313726,0.54901963
285,0.5797438,-0.9083054,-0.42063645,0.29803923,0.47058824,0.54901963
286,0.42022336,-0.91572577,-0.6733034,0.6509804,0.43529412,0.5647059
287,0.5480619,-0.91532856,-0.4179608,0.4,0.4627451,0.54509807
288,0.6120241,-0.87751716,-0.47772828,0.4862745,0.4509804,0.5529412
289,0.43288827,-0.66999,-0.2851835,0.4862745,0.4509804,0.5529412
290,0.60247856,-0.95615345,-0.37623045,0.34901962,0.45490196,0.5529412
291,0.37446105,-0.9980218,-0.4100019,0.7137255,0.44313726,0.5568628
292,0.6625789,-0.49288437,-0.5171073,0.6901961,0.4627451,0.54509807
293,0.18521763,-0.9497048,-0.6712151,0.46666667,0.45882353,0.5529412
294,0.25334248,-0.9103334,-0.6440823,0.69411767,0.44313726,0.56078434
295,0.23364736,-0.8980624,-0.98238057,0.69411767,0.44313726,0.56078434
296,0.2520002,-0.9020863,-0.9694445,0.69411767,0.44313726,0.56078434
297,0.37155882,-0.90417266,-0.63360935,0.7254902,0.4509804,0.54509807
298,0.34134978,-0.9412301,-0.71554166,0.69411767,0.44313726,0.56078434
299,0.2935549,-0.88372177,-0.90961057,0.4862745,0.4509804,0.5529412
300,0.2790366,-0.93680245,-0.9550794,0.4862745,0.4509804,0.5529412
301,0.30196896,-0.9027733,-0.8988392,0.47843137,0.47843137,0.54509807
302,0.4149896,-0.88628227,-0.60957533,0.4862745,0.4509804,0.5529412
303,0.29905596,-0.86868066,-0.94890976,0.4862745,0.4509804,0.5529412
304,0.36018154,-0.89293456,-0.8895605,0.41960785,0.49019608,0.5372549
305,0.42782766,-0.9013129,-0.74042386,0.69411767,0.44313726,0.56078434
306,0.41570574,-0.9085903,-0.82273275,0.7254902,0.4509804,0.54509807
307,0.53500575,-0.87141603,-0.59070045,0.84705883,0.44705883,0.56078434
308,0.44411224,-0.89509445,-0.8106486,0.4862745,0.4509804,0.5529412
309,0.3794064,-0.888914,-0.7977974,0.84705883,0.44705883,0.56078434
310,0.5402612,-0.8772193,-0.63257706,0.54901963,0.45490196,0.5529412
311,0.48994875,-0.897862,-0.77082306,0.46666667,0.45490196,0.54509807
312,0.6426715,-0.841683,-0.44982225,0.32941177,0.48235294,0.52156866
313,0.49953425,-0.88168716,-0.7937087,0.4862745,0.4509804,0.5529412
314,0.51772743,-0.88893574,-0.8077046,0.4627451,0.47058824,0.54901963
315,0.621357,-0.92878395,-0.78101224,0.4627451,0.44313726,0.56078434
316,0.62932545,-0.9044659,-0.82570857,0.5294118,0.4627451,0.54901963
317,0.62115616,-0.8895096,-0.91693276,0.84705883,0.44705883,0.56078434
318,0.6158901,-0.4681256,-0.560411,0.4862745,0.4509804,0.5529412
319,0.61783975,-0.33615792,-0.53730077,0.5254902,0.4627451,0.5411765
320,0.64941996,-0.909063,-0.60644114,0.5411765,0.44705883,0.5568628
321,0.91357,-0.87345725,-0.47837546,0.46666667,0.45490196,0.54509807
322,0.6058677,-0.9073264,-0.23223184,0.4862745,0.4509804,0.5529412
323,0.40570873,-0.8845698,-0.79836774,0.4862745,0.4509804,0.5529412
324,0.46723157,-0.8887429,-0.8270649,0.5529412,0.44705883,0.56078434
325,0.43946952,-0.8999478,-0.9619773,0.4862745,0.4509804,0.5529412
326,0.6699377,-0.33648396,-0.4884552,0.2901961,0.4392157,0.6862745
327,0.82439595,-0.890401,-0.5863136,0.9529412,0.44313726,0.53333336
328,0.8399741,-0.86780715,-0.7783273,0.84705883,0.44705883,0.56078434
329,0.42054474,-0.9092952,-0.2020502,0.4862745,0.4509804,0.5529412
330,0.6830005,-0.38789555,-0.21133442,0.4862745,0.4509804,0.5529412
331,0.44532293,-0.893934,-0.87800425,0.9529412,0.44313726,0.53333336
332,0.42502075,-0.8536473,-0.9137103,0.4862745,0.4509804,0.5529412
333,0.46050334,-0.9175357,-0.9226815,0.84705883,0.44705883,0.56078434
334,0.5501259,-0.94094425,-0.91413915,0.76862746,0.44313726,0.54901963
335,0.58769876,-0.8539752,-0.94625264,0.84705883,0.44705883,0.56078434
336,0.8051936,-0.886124,-0.7914708,0.4862745,0.4509804,0.5529412
337,0.51710397,-0.8178705,-0.56099284,0.84705883,0.44705883,0.56078434
338,0.65902346,-0.80093014,-0.49547693,0.7254902,0.4509804,0.54509807
339,0.68197685,-0.8581683,-0.5093112,0.5254902,0.4627451,0.5411765
340,0.5576077,-0.8960819,-0.31502965,0.25882354,0.4745098,0.5411765
341,0.5369639,-0.88869035,-0.4730301,0.37254903,0.4745098,0.54509807
342,0.8186162,-0.8996949,-0.64639014,0.4862745,0.4509804,0.5529412
343,0.65406555,-0.8838387,-1.003171,0.9529412,0.44313726,0.53333336
344,0.6812518,-0.2983646,-0.525442,0.5254902,0.4627451,0.5411765
345,1.0704577,-0.9052212,-0.45914847,0.4862745,0.4509804,0.5529412
346,0.9602106,-0.9003967,-0.50527465,0.4862745,0.4509804,0.5529412
347,0.99871176,-0.8872898,-0.469036,0.4862745,0.4509804,0.5529412
348,0.4635412,-0.8472929,-0.3974199,0.84705883,0.44705883,0.56078434
